ID;Name;Condition;State;Price
1100001;Hotel 1;Standart Room+10 nights+AI;quote;32000RUB
1100001;Hotel 1;Econom+7 nights+AI;quote;195000RUB
1100001;Hotel 1;Econom+10 nights+BB;quote;88000RUB
1100001;Hotel 1;Standart Room+10 nights+BB;quote;67000RUB
1100001;Hotel 1;King Room+7 nights+AI;quote;185000RUB
1100002;Hotel 2;King Room+10 nights+AI;quote;175000RUB
1100002;Hotel 2;Econom+10 nights+BB;quote;85000RUB
1100002;Hotel 2;King Room+7 nights+BB;quote;158000RUB
1100002;Hotel 2;Econom+7 nights+BB;quote;48000RUB
1100002;Hotel 2;King Room+10 nights+AI;quote;121000RUB
1100003;Hotel 3;King Room+7 nights+AI;request;159000RUB
1100004;Hotel 4;Econom+7 nights+AI;quote;179000RUB
1100004;Hotel 4;King Room+10 nights+BB;quote;49000RUB
1100004;Hotel 4;Standart Room+10 nights+BB;quote;70000RUB
1100004;Hotel 4;Econom+7 nights+AI;quote;175000RUB
1100005;Hotel 5;Econom+10 nights+AI;request;84000RUB
1100005;Hotel 5;King Room+10 nights+BB;request;198000RUB
1100005;Hotel 5;Econom+10 nights+BB;request;72000RUB
1100006;Hotel 6;Econom+7 nights+BB;request;126000RUB
1100006;Hotel 6;Standart Room+10 nights+AI;request;156000RUB
1100006;Hotel 6;King Room+7 nights+AI;request;137000RUB
1100006;Hotel 6;Standart Room+7 nights+AI;request;43000RUB
1100006;Hotel 6;Econom+7 nights+BB;request;179000RUB
1100007;Hotel 7;King Room+7 nights+BB;quote;17000RUB
1100007;Hotel 7;Standart Room+7 nights+BB;quote;199000RUB
1100007;Hotel 7;King Room+10 nights+AI;quote;154000RUB
1100007;Hotel 7;Standart Room+10 nights+AI;quote;125000RUB
1100008;Hotel 8;Standart Room+7 nights+AI;quote;127000RUB
1100008;Hotel 8;Standart Room+7 nights+AI;quote;19000RUB
1100008;Hotel 8;King Room+7 nights+BB;quote;195000RUB
1100008;Hotel 8;King Room+10 nights+AI;quote;85000RUB
1100009;Hotel 9;Econom+7 nights+BB;request;181000RUB
1100009;Hotel 9;Standart Room+10 nights+AI;request;157000RUB
1100009;Hotel 9;Econom+10 nights+AI;request;115000RUB
1100009;Hotel 9;Standart Room+10 nights+BB;request;103000RUB
1100009;Hotel 9;King Room+7 nights+AI;request;170000RUB
1100010;Hotel 10;King Room+10 nights+BB;request;175000RUB
1100011;Hotel 11;Econom+7 nights+AI;request;69000RUB
1100011;Hotel 11;Econom+7 nights+AI;request;190000RUB
1100011;Hotel 11;King Room+7 nights+BB;request;146000RUB
1100011;Hotel 11;King Room+7 nights+BB;request;27000RUB
1100012;Hotel 12;Econom+7 nights+AI;request;67000RUB
1100012;Hotel 12;Econom+10 nights+AI;request;13000RUB
1100012;Hotel 12;Standart Room+7 nights+AI;request;182000RUB
1100013;Hotel 13;Econom+7 nights+AI;quote;84000RUB
1100013;Hotel 13;King Room+10 nights+AI;quote;70000RUB
1100013;Hotel 13;King Room+10 nights+AI;quote;128000RUB
1100014;Hotel 14;King Room+7 nights+BB;quote;11000RUB
1100014;Hotel 14;Standart Room+7 nights+AI;quote;90000RUB
1100014;Hotel 14;Econom+10 nights+BB;quote;146000RUB
1100014;Hotel 14;King Room+10 nights+BB;quote;91000RUB
1100015;Hotel 15;King Room+7 nights+BB;quote;104000RUB
1100015;Hotel 15;King Room+7 nights+BB;quote;57000RUB
1100015;Hotel 15;Econom+10 nights+BB;quote;36000RUB
1100015;Hotel 15;Standart Room+7 nights+AI;quote;78000RUB
1100016;Hotel 16;Econom+10 nights+AI;request;73000RUB
1100017;Hotel 17;Econom+7 nights+AI;request;109000RUB
1100017;Hotel 17;Econom+10 nights+AI;request;96000RUB
1100017;Hotel 17;Econom+10 nights+BB;request;169000RUB
1100017;Hotel 17;King Room+10 nights+AI;request;129000RUB
1100018;Hotel 18;King Room+7 nights+AI;request;54000RUB
1100018;Hotel 18;King Room+7 nights+AI;request;188000RUB
1100019;Hotel 19;Econom+10 nights+BB;request;156000RUB
1100019;Hotel 19;Econom+10 nights+AI;request;41000RUB
1100019;Hotel 19;Standart Room+10 nights+BB;request;30000RUB
1100019;Hotel 19;Standart Room+10 nights+AI;request;137000RUB
1100019;Hotel 19;King Room+10 nights+BB;request;75000RUB
1100020;Hotel 20;King Room+7 nights+AI;request;59000RUB
1100020;Hotel 20;Standart Room+7 nights+AI;request;101000RUB
1100020;Hotel 20;Econom+7 nights+AI;request;188000RUB
1100020;Hotel 20;Standart Room+10 nights+AI;request;165000RUB
1100020;Hotel 20;Econom+7 nights+BB;request;83000RUB
1100021;Hotel 21;Standart Room+10 nights+AI;request;53000RUB
1100021;Hotel 21;Econom+7 nights+BB;request;171000RUB
1100021;Hotel 21;Standart Room+10 nights+BB;request;32000RUB
1100021;Hotel 21;Standart Room+7 nights+AI;request;39000RUB
1100021;Hotel 21;Econom+7 nights+BB;request;160000RUB
1100022;Hotel 22;King Room+10 nights+AI;request;111000RUB
1100022;Hotel 22;Econom+10 nights+BB;request;27000RUB
1100022;Hotel 22;Standart Room+10 nights+BB;request;64000RUB
1100022;Hotel 22;Standart Room+10 nights+AI;request;186000RUB
1100023;Hotel 23;Standart Room+10 nights+BB;quote;162000RUB
1100023;Hotel 23;Econom+10 nights+AI;quote;118000RUB
1100023;Hotel 23;King Room+10 nights+BB;quote;103000RUB
1100023;Hotel 23;Econom+10 nights+BB;quote;82000RUB
1100024;Hotel 24;King Room+10 nights+AI;request;114000RUB
1100025;Hotel 25;King Room+10 nights+BB;quote;187000RUB
1100025;Hotel 25;King Room+10 nights+AI;quote;108000RUB
1100025;Hotel 25;Standart Room+10 nights+BB;quote;89000RUB
1100025;Hotel 25;King Room+10 nights+BB;quote;49000RUB
1100025;Hotel 25;Econom+7 nights+BB;quote;115000RUB
1100026;Hotel 26;Econom+10 nights+BB;request;119000RUB
1100026;Hotel 26;Econom+10 nights+AI;request;74000RUB
1100027;Hotel 27;Econom+7 nights+AI;quote;31000RUB
1100028;Hotel 28;Standart Room+10 nights+BB;request;88000RUB
1100028;Hotel 28;Standart Room+7 nights+AI;request;129000RUB
1100028;Hotel 28;Standart Room+10 nights+AI;request;96000RUB
1100029;Hotel 29;Econom+7 nights+AI;request;56000RUB
1100030;Hotel 30;Econom+10 nights+AI;quote;20000RUB
1100030;Hotel 30;Standart Room+7 nights+AI;quote;137000RUB
1100030;Hotel 30;Standart Room+10 nights+AI;quote;17000RUB
1100031;Hotel 31;King Room+10 nights+AI;quote;147000RUB
1100031;Hotel 31;King Room+7 nights+AI;quote;159000RUB
1100031;Hotel 31;Econom+10 nights+BB;quote;27000RUB
